"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Metabolite (antibiotic)","Antibiotic sensitivity","Antibiotic resistance"
,,,,,sulfamerazine,,1
140991,RP18,"KACC 18914, JCM 31801",1,"Sphingomonas silvisoli",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
157911,MCT13,"DSM 105457, BAC RE RSCIC 7",1,"Sphingomonas turrisvirgatae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,kanamycin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
140796,TX0406,"KACC 19013, NBRC 112494",1,"Spirosoma carri",chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,"nalidixic acid",1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,tetracycline,1,
158544,Y4AR-5,"CCTCC AB 2015352, KCTC 52490",1,"Spirosoma flavum",ampicillin,,1
,,,,,carbenicillin,,1
,,,,,cephalexin,,1
,,,,,chloramphenicol,1,
,,,,,doxycycline,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,"penicillin g",,1
158545,15J8-5,"KCTC 52027, JCM 31992",1,"Spirosoma koreense",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,,1
,,,,,kanamycin,,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
158607,TX0405,"KACC 19012, NBRC 112493",1,"Spirosoma metallilatum",ampicillin,1,
,,,,,bacitracin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,"penicillin g",1,
,,,,,"polymyxin b",,1
,,,,,rifampicin,1,
133260,,"MIMBbqt12, MCCC 1K01308, KCTC 42805",1,"Spirosoma soli",ampicillin,,1
,,,,,"polymyxin b",1,
,,,,,streptomycin,,1
,,,,,tetracycline,,1
,,,,,vancomycin,,1
18693,"Sp m8",,0,"Sporocytophaga myxococcoides",cycloheximide,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
158704,AN130378,"KCTC 39809, DSM 103573",1,"Stackebrandtia soli",amikacin,,1
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,"nalidixic acid",,1
,,,,,rifampicin,1,
,,,,,spectinomycin,,1
158594,"Yeonmyeong 1-13","KEMB 9005-324, JCM 31498",1,"Stakelama algicida",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,cycloheximide,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,penicillin,1,
,,,,,rifampicin,1,
158429,NW1,"DSM 105366, NCTC 13950",1,"Staphylococcus cornubiensis",polymyxin,1,
64,,"DSM 5900, ATCC 43930, AUCM B-1137, BKM B-1137, DSM 3698, VKM B-1137",1,"Stella humosa",neomycin,1,
18474,"Pd e48",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
18475,"Pd e49",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
18476,"Pd e46",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20230,"Pd e73",,0,"Stigmatella erecta",kanamycin,,1
20231,"Pd e72",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20232,"Pd e75",,0,"Stigmatella erecta",kanamycin,,1
20233,"Pd e74",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20234,"Pd e77",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20235,"Pd e76",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20277,"Pd e69",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20279,"Pd e67",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20281,"Pd e66",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20282,"Pd e65",,0,"Stigmatella erecta",kanamycin,,1
20283,"Pd e64",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20285,"Pd e70",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20287,"Pd e71",,0,"Stigmatella erecta",ampicillin,,1
,,,,,kanamycin,,1
20201,"Sg h3",,0,"Stigmatella hybrida",kanamycin,,1
20781,"Sg h21",,0,"Stigmatella hybrida",cycloheximide,,1
,,,,,kanamycin,,1
133152,,"DSM 27381, JCM 19284, NUM 2404",1,"Streptococcus dentiloxodontae",bacitracin,1,
132442,"ZLN 234","DSM 100713, CCTCC AA 2015005",1,"Streptomyces arcticus",ampicillin,1,
,,,,,chloramphenicol,,1
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
140641,RC1832,"JCM 30611, KCTC 29696)",1,"Streptomyces chitinivorans",amoxicillin,1,
,,,,,cephalexin,1,
,,,,,ciprofloxacin,1,
,,,,,cloxacillin,1,
,,,,,co-trimoxazole,1,
,,,,,erythromycin,1,
,,,,,furazolidone,1,
,,,,,"nalidixic acid",1,
,,,,,norfloxacin,1,
,,,,,oxytetracycline,1,
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,"Streptomyces dengpaensis",ampicillin,0,
,,,,,apramycin,1,
,,,,,chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,"nalidixic acid",0,
,,,,,neomycin,1,
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884",1,"Streptomyces fumigatiscleroticus",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,cycloheximide,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,penicillin,,1
,,,,,rifampicin,1,
159717,A301,"CGMCC 4.7422, JCM 32177",1,"Streptomyces geranii",chloramphenicol,,1
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,oxacillin,,1
,,,,,penicillin,1,
,,,,,piperacillin,,1
15146,,"DSM 40395, ATCC 25497, CBS 105.72, CBS 957.69, ETH 16833, IFO 13085, IMRU 3375, ISP 5395, JCM 4226, JCM 4516, KCTC 9144, NBRC 13085, RIA 1277",0,"Streptomyces griseus",oleandomycin,,1
,,,,,"polymyxin b",,1
,,,,,streptomycin,,1
134317,,"DSM 41914, ATCC 53653",1,"Streptomyces himastatinicus",gentamicin,1,
,,,,,kanamycin,1,
,,,,,"neomycin sulfate",1,
,,,,,streptomycin,1,
,,,,,tobramycin,1,
132826,G25,"DSM 101878, LMG 29545, NCCB 100603",1,"Streptomyces jeddahensis",ampicillin,,1
,,,,,apramycin,1,
,,,,,carbenicillin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,neomycin,1,
,,,,,"penicillin g",,1
,,,,,streptomycin,1,
158666,MK44,"GDMCC 4.137, KCTC 39920",1,"Streptomyces manganisoli",amikacin,1,
,,,,,ampicillin,,1
,,,,,carbenicillin,,1
,,,,,cefazolin,,1
,,,,,cefoperazone,,1
,,,,,ceftazidime,,1
,,,,,ceftriaxone,,1
,,,,,cefuroxime,,1
,,,,,cephalexin,,1
,,,,,cephradine,,1
141109,594,"IMPPG 594, DSM 41949, NRRL B-24891",1,"Streptomyces odonnellii",gentamicin,1,
,,,,,neomycin,1,
,,,,,"penicillin g",,1
,,,,,streptomycin,1,
,,,,,vancomycin,,1
133137,,"PL19, NRRL B-24728, ICMP 17783",1,"Streptomyces pini",ampicillin,,1
,,,,,bacitracin,1,
,,,,,carbenicillin,,1
,,,,,cefotaxime,,1
,,,,,chloramphenicol,,1
,,,,,doxycycline,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
159718,A249,"CGMCC 4.7417, JCM 32175",1,"Streptomyces populi",chloramphenicol,,1
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,oxacillin,,1
,,,,,penicillin,,1
,,,,,piperacillin,1,
132965,HNM0071,"DSM 103383, CCTCC AA 2015018, KCTC 39604",1,"Streptomyces spongiicola",chloramphenicol,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,,1
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,,1
,,,,,tetracycline,1,
,,,,,tobramycin,1,
132381,169,"DSM 45455, CCUG 62974, MTCC 11561",1,"Streptosporangium algeriense",chloramphenicol,,1
,,,,,erythromycin,1,
,,,,,novobiocin,1,
158202,SM1214,"DSM 107948, CCTCC AB 2014245, JCM 30334",1,"Subsaxibacter arcticus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,doxycycline,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,lincomycin,1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",,1
,,,,,rifampicin,1,
133103,9583b,"DSM 103962, CGMCC 1.12976, KCTC 33586",1,"Subtercola lobariae","1 % sodium lactate",,1
,,,,,aztreonam,,1
,,,,,d-serine,1,
,,,,,fusidate,1,
,,,,,"guanidinium chloride",1,
,,,,,lincomycin,1,
,,,,,"lithium chloride",1,
,,,,,minocycline,1,
,,,,,"nalidixic acid",,1
,,,,,niaproof,1,
140590,HS-1,"InaCC Ar79, JCM 31740",1,"Sulfodiicoccus acidiphilus",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,"elemental sulfur",1,
,,,,,kanamycin,,1
158440,6FBBBH3,"DSM 106861, JCM 32470",1,"Sutterella megalosphaeroides",amoxicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,colistin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,neomycin,1,
,,,,,oxytetracycline,1,
158663,SY72,"KCTC 62105, NBRC 113021",1,"Tabrizicola fusiformis",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,clarithromycin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
,,,,,kanamycin,1,
140615,MM-8,"NBRC 112238, KCTC 52209",1,"Taeania maliponensis",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
140937,TT1,"JCM 18659, BCRC 80493",1,"Tagaea marina",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,,1
,,,,,chloramphenicol,1,
,,,,,clindamycin,,1
,,,,,colistin,,1
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
21178,"Tx g2",,0,"Taxeobacter sp.",kanamycin,,1
140,TPB6017,"DSM 23630, VKM B-2570",1,"Telmatobacter bradus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,streptomycin,,1
158558,JDTF-79,"KCTC 52980, NBRC 112903",1,"Tenacibaculum aestuariivivum",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,,1
,,,,,oleandomycin,1,
141110,HZ1,"MCCC 1H00174, KCTC 52476",1,"Tenacibaculum agarivorans",chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,norfloxacin,1,
,,,,,ofloxacin,1,
,,,,,penicillin,,1
,,,,,rifampicin,1,
140910,RSS1-6,"KCTC 42702, NBRC 111225",1,"Tenacibaculum ascidiaceicola",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
140709,RA3-2,"KCTC 52419, NBRC 112382",1,"Tenacibaculum haliotis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
158587,JDTF-31,"KCTC 52749, NBRC 112783",1,"Tenacibaculum insulae",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
140830,YKTF-3,"KCTC 52210, NBRC 111991",1,"Tenacibaculum sediminilitoris",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
140870,B3,"KCTC 42652, CGMCC 1.15254",1,"Terasakiella brassicae",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,bacitracin,,1
,,,,,carbenicillin,1,
,,,,,cefoxitin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,neomycin,1,
133391,M1-33108,"CCTCC AB 2016103, KCTC 52448",1,"Terrimonas crocea",amikacin,,1
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",,1
,,,,,"polymyxin b",,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
158697,FL-8,"CCTCC AB 2017059, JCM 32095",1,"Terrimonas soli",amikacin,,1
,,,,,bacitracin,,1
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,ofloxacin,1,
,,,,,"penicillin g",,1
,,,,,"polymyxin b",,1
140588,,"KCTC 39760, NBRC 111973, CAU 1319",1,"Tessaracoccus arenae",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefoxitin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
132480,RP1,"DSM 100159, KCTC 39686, MCC 2769",1,"Tessaracoccus flavus",amikacin,,1
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,oxytetracycline,,1
,,,,,"penicillin g",,1
,,,,,"polymyxin b",1,
12668,SL014B-20A1,"DSM 22955, CGMCC 1.9159",1,"Tessaracoccus oleiagri",amoxicillin,1,
,,,,,cefotaxime,1,
,,,,,ceftazidime,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,midecamycin,1,
,,,,,neomycin,,1
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,"Thalassobacillus cyri",amoxicillin,1,
,,,,,carbenicillin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,nitrofurantoin,1,
,,,,,"polymyxin b",1,
,,,,,rifampicin,1,
,,,,,tetracycline,1,
,,,,,tobramycin,,1
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,"Thalassobacillus pellis",cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,"Thalassobaculum fulvum",amikacin,,1
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,cefoperazone,1,
,,,,,cefotaxime,1,
,,,,,ceftriaxone,1,
,,,,,cephalexin,1,
,,,,,cephradine,,1
140871,MME-075,"KCCM 43143, JCM 30758",1,"Thalassobius litorarius",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,norfloxacin,1,
159743,G27,"MCC 3411, CGMCC 1.15772, KCTC 33941",1,"Thalassorhabdus alkalitolerans",Amikacin,,1
,,,,,ampicillin,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,penicillin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
158591,RZG4-3-1,"JCM 31894, KCTC 52745, MCCC 1K03276",1,"Thalassotalea atypica",amikacin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefazolin,1,
,,,,,cefoperazone,1,
,,,,,ceftazidime,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,clindamycin,,1
,,,,,doxycycline,,1
158584,"Eup a-8","BCRC 80967, LMG 29478, KCTC 52169",1,"Thalassotalea coralli",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
133279,,"Eup-16, BCRC 80910, LMG 29001, KCTC 42743",1,"Thalassotalea euphylliae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,sulfamerazine,1,
158713,JDTF-40,"KACC 19433, KCTC 62186, NBRC 113040",1,"Thalassotalea insulae",ampicillin,,1
,,,,,oleandomycin,1,
,,,,,"penicillin g",,1
,,,,,streptomycin,,1
140542,HMF4135,"KCTC 52154, NBRC 112672",1,"Thalassotalea litorea",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,,1
,,,,,vancomycin,,1
133172,,"CL-22, LMG 24827, BCRC 17940",1,"Thalassotalea montiporae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,co-trimoxazole,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",,1
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
140797,,"KACC 18563, CGMCC 1.15922, YM 155",1,"Thalassotalea profundi",amikacin,1,
,,,,,ampicillin,,1
,,,,,bacitracin,,1
,,,,,carbenicillin,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,doxycycline,,1
,,,,,erythromycin,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
18051,LX-11,"DSM 7097",1,"Thermoanaerobacterium xylanolyticum","acridine orange",1,
,,,,,ampicillin,1,
,,,,,erythromycin,1,
,,,,,neomycin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
11256,"190 Th","DSM 43792, ATCC 27730, CUB 1000, IFO 14071, JCM 3263, NBRC 14071, NCIB 11185",1,"Thermobifida fusca",erythromycin,1,
,,,,,tetracycline,1,
132428,1633,"DSM 22663, VKM B-2946",1,"Thermogladius calderae",chloramphenicol,,1
,,,,,kanamycin,,1
,,,,,penicillin,,1
140842,F4,"NBRC 111777, BCCM/LMG 29329",1,"Thermosporothrix narukonensis",ampicillin,1,
,,,,,bacitracin,,1
,,,,,chloramphenicol,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,vancomycin,1,
17068,RKU-1,"DSM 13995, JCM 10881",1,"Thermotoga petrophila",chloramphenicol,1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,vancomycin,1,
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,"Pseudothioclava arenosa",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefoxitin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
158274,"ElOx 9","DSM 103712",1,"Thioclava sediminum",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,rifampicin,1,
,,,,,spectinomycin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
132628,,"DSM 100274, JCM 30760, MAS 2",1,"Thiomicrorhabdus hydrogeniphila",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,kanamycin,1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,vancomycin,,1
140939,Z8,"CGMCC 1.12944, JCM 30358",1,"Tianweitania sediminis",amikacin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefazolin,1,
,,,,,cefoperazone,1,
,,,,,ceftazidime,1,
,,,,,ceftriaxone,1,
,,,,,cefuroxime,1,
,,,,,cephalexin,1,
,,,,,cephradine,1,
14324,H1,"DSM 7334, ATCC 51460",1,"Treponema caldarium",chloramphenicol,1,
,,,,,neomycin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,,1
,,,,,tetracycline,1,
140843,,"KCTC 33141, CECT 8918, CAU 11108",1,"Tumebacillus soli",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,penicillin,1,
,,,,,streptomycin,1,
140719,P12,"LMG 29571, VKM B-3044",1,"Tundrisphaera lichenicola",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,streptomycin,,1
157132,MBLW1,"CCUG 69661, DSM 105045",1,"Tuwongella immobilis",ampicillin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,neomycin,1,
,,,,,streptomycin,,1
133283,,"KBP-13, BCRC 80903, LMG 28837, KCTC 42655",1,"Uliginosibacterium paludis",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
,,,,,rifampicin,,1
,,,,,streptomycin,1,
,,,,,sulfamerazine,1,
158641,M1-21,"KACC 19271, JCM 32000",1,"Uliginosibacterium sediminicola",ampicillin,1,
,,,,,bacitracin,1,
,,,,,cefotaxime,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
,,,,,"polymyxin b",1,
140996,SCTF-16,"KCTC 52628, NBRC 112760",1,"Umboniibacter caenipelagi",ampicillin,,1
,,,,,carbenicillin,1,
,,,,,cefalotin,,1
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
18488,"Hy m22",,0,unclassified,cycloheximide,,1
,,,,,kanamycin,,1
18491,"Hy m19",,0,unclassified,ampicillin,,1
,,,,,kanamycin,,1
18601,"Ar HE8",,0,unclassified,kanamycin,,1
18602,"Ar HE7",,0,unclassified,cycloheximide,,1
,,,,,kanamycin,,1
18603,"Ar HE6",,0,unclassified,kanamycin,,1
18605,"Ar HE4",,0,unclassified,kanamycin,,1
18988,"An m14",,0,unclassified,ampicillin,,1
19681,"Hy m6",,0,unclassified,kanamycin,,1
19683,"Hy m3",,0,unclassified,kanamycin,,1
21220,"Ar HE10",,0,unclassified,kanamycin,,1
21225,"Ar HE19",,0,unclassified,kanamycin,,1
21229,"Ar HE15",,0,unclassified,ampicillin,,1
,,,,,kanamycin,,1
21282,"Ar HE20",,0,unclassified,ampicillin,,1
,,,,,kanamycin,,1
141168,KYPY9,"BCRC 81009, LMG 29730 KCTC 52442",1,"Undibacterium amnicola",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
141056,6-67,"CCTCC AB 2015162, KCTC 42986",1,"Undibacterium arcticum",ampicillin,1,
,,,,,cephalexin,,1
,,,,,chloramphenicol,1,
,,,,,clindamycin,,1
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,neomycin,,1
,,,,,penicillin,1,
,,,,,"polymyxin b",1,
3018,,"DSM 25185, CCUG 52469, KCTC 12583, LMG 23392, Gsoil 3165",1,"Variovorax ginsengisoli",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,,1
,,,,,oleandomycin,1,
,,,,,"penicillin g",1,
132624,,"DSM 101688, JCM 31027, TC 8",1,"Varunaivibrio sulfuroxidans",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,kanamycin,1,
,,,,,streptomycin,1,
141060,CV58,"NCIMB 15011, DSM 100910",1,"Ventosimonas gracilis",aztreonam,,1
,,,,,lincomycin,,1
,,,,,"rifamycin sv",,1
,,,,,troleandomycin,,1
,,,,,vancomycin,,1
132360,S2757,"DSM 100497, LMG 28895",1,"Vibrio galatheae",vibriostat,1,
